"Page URL","Page HTTP status code","Target URL HTTP status code","Target URL","Referring pages","Is in sitemap"
https://top-5-pct.replit.app/reviews,200,302,https://top-5-pct.replit.app/about,102,No
https://top-5-pct.replit.app/custom-apparel/printing-options/dye-sublimation-printing,200,302,https://top-5-pct.replit.app/custom-apparel/flock-shirts,102,No
https://top-5-pct.replit.app/custom-apparel/printing-options/screen-printing,200,302,https://top-5-pct.replit.app/signs/business-signs,102,No
https://top-5-pct.replit.app/custom-apparel/printing-options/rhinestone-apparel,200,302,https://top-5-pct.replit.app/custom-apparel/holographic-shirts,102,No
https://top-5-pct.replit.app/custom-apparel/printing-options/rhinestone-apparel,200,302,https://top-5-pct.replit.app/custom-apparel/puff-shirts,102,No
https://top-5-pct.replit.app/custom-apparel/specialty-materials/glitter-shirts,200,302,https://top-5-pct.replit.app/custom-apparel/holographic-shirts,102,No
https://top-5-pct.replit.app/custom-apparel/specialty-materials/glitter-shirts,200,302,https://top-5-pct.replit.app/custom-apparel/foil-shirts,102,No
https://top-5-pct.replit.app/custom-apparel/group-wear/reunion-shirts,200,302,https://top-5-pct.replit.app/custom-apparel/foil-shirts,102,No
https://top-5-pct.replit.app/custom-apparel/group-wear/spirit-wear-shirts,200,302,https://top-5-pct.replit.app/custom-apparel/glow-in-the-dark-shirts,102,No
